year,area_name_en,room_id,median_annual_rent,min_annual_rent,max_annual_rent,median_transaction_amount,rental_yield_percentage,rooms_en
2025.0,Al Safouh Second,2.0,129800.0,5000,230000,2824000.0,5.0,2 BHK
2025.0,Al Safouh Second,3.0,180000.0,133127,3987500,662500.0,27.0,3 BHK
2025.0,Al Safouh Second,4.0,214500.0,137500,3987500,12727792.5,2.0,4 BHK
2025.0,Al Satwa,0.0,49000.0,15000,160522,974695.0,5.0,Studio
2025.0,Al Satwa,1.0,70000.0,20000,4622100,1489000.0,5.0,1 BHK
2025.0,Al Satwa,2.0,90500.0,20000,4622100,2240000.0,4.0,2 BHK
2025.0,Al Satwa,3.0,187000.0,30000,471909,3035000.0,6.0,3 BHK
2025.0,Al Thanyah Fifth,0.0,59842.0,7490,429000,980000.0,6.0,Studio
2025.0,Al Thanyah Fifth,1.0,80216.0,1000,800000,1610000.0,5.0,1 BHK
2025.0,Al Thanyah Fifth,2.0,120000.0,10000,1399998,2480650.0,5.0,2 BHK
2025.0,Al Thanyah Fifth,3.0,215000.0,13000,780000,3680000.0,6.0,3 BHK
2025.0,Al Thanyah Fifth,4.0,360000.0,10000,2900000,5114965.0,7.0,4 BHK
2025.0,Al Thanyah First,0.0,60000.0,25000,1185000,773200.0,8.0,Studio
2025.0,Al Thanyah First,1.0,65000.0,10000,1185000,995216.0,7.0,1 BHK
2025.0,Al Thanyah First,2.0,85000.0,10000,1260000,1500000.0,6.0,2 BHK
2025.0,Al Thanyah First,3.0,110305.0,72610,1260000,10856690.0,1.0,3 BHK
2025.0,Al Thanyah First,4.0,131000.0,130000,132000,12727132.5,1.0,4 BHK
2025.0,Al Thanyah Third,0.0,60000.0,43740,120000,850000.0,7.0,Studio
2025.0,Al Thanyah Third,1.0,90000.0,16600,320000,1300000.0,7.0,1 BHK
2025.0,Al Thanyah Third,2.0,150000.0,11625,290000,2100000.0,7.0,2 BHK
2025.0,Al Thanyah Third,3.0,225000.0,40000,500000,2961250.0,8.0,3 BHK
2025.0,Al Thanyah Third,4.0,350000.0,165541,950000,4341000.0,8.0,4 BHK
2025.0,Al Warsan First,0.0,28000.0,1000,2009428,315000.0,9.0,Studio
2025.0,Al Warsan First,1.0,39285.0,5000,2009428,430000.0,9.0,1 BHK
2025.0,Al Warsan First,2.0,55000.0,10000,2009428,695000.0,8.0,2 BHK
2025.0,Al Warsan First,3.0,105000.0,10000,1440000,1280000.0,8.0,3 BHK
2025.0,Al Wasl,0.0,57000.0,16000,281160,1234000.0,5.0,Studio
2025.0,Al Wasl,1.0,139727.0,20000,2176020,2583000.0,5.0,1 BHK
2025.0,Al Wasl,2.0,195787.5,10000,2176020,3840000.0,5.0,2 BHK
2025.0,Al Wasl,3.0,250000.0,70000,2176020,7318000.0,3.0,3 BHK
2025.0,Al Wasl,4.0,225908.0,158000,2145000,14839500.0,2.0,4 BHK
2025.0,Al Yelayiss 2,0.0,40000.0,19200,66000,500000.0,8.0,Studio
2025.0,Al Yelayiss 2,1.0,56000.0,81,110526,917888.0,6.0,1 BHK
2025.0,Al Yelayiss 2,2.0,80000.0,30000,140000,1350000.0,6.0,2 BHK
2025.0,Al Yelayiss 2,3.0,140000.0,1000,250000,1824000.0,8.0,3 BHK
2025.0,Al Yelayiss 2,4.0,170000.0,80000,330000,2223000.0,8.0,4 BHK
2025.0,Bukadra,2.0,91000.0,72000,120750,2629828.0,3.0,2 BHK
2025.0,Bukadra,3.0,138000.0,138000,138000,3919215.0,4.0,3 BHK
2025.0,Burj Khalifa,0.0,75000.0,12000,155000,1699999.0,4.0,Studio
2025.0,Burj Khalifa,1.0,118000.0,10000,7560000,1930000.0,6.0,1 BHK
2025.0,Burj Khalifa,2.0,180000.0,4986,2700000,3200000.0,6.0,2 BHK
2025.0,Burj Khalifa,3.0,280000.0,400,810000,4950000.0,6.0,3 BHK
2025.0,Burj Khalifa,4.0,1465384.5,108000,2500000,17991444.0,8.0,4 BHK
2025.0,Business Bay,0.0,69403.0,1,1591200,1150000.0,6.0,Studio
2025.0,Business Bay,1.0,85000.0,1,8300003,1935500.0,4.0,1 BHK
2025.0,Business Bay,2.0,125000.0,105,28935000,2792478.0,4.0,2 BHK
2025.0,Business Bay,3.0,209000.0,1,28935000,4139633.0,5.0,3 BHK
2025.0,Business Bay,4.0,310000.0,150000,850000,12217664.5,3.0,4 BHK
2025.0,Dubai Investment Park First,0.0,50000.0,7920,3254400,420000.0,12.0,Studio
2025.0,Dubai Investment Park First,1.0,193100.0,7200,1716000,766486.0,25.0,1 BHK
2025.0,Dubai Investment Park First,2.0,75000.0,20000,696000,1254303.5,6.0,2 BHK
2025.0,Dubai Investment Park First,3.0,154000.0,40000,408000,2620000.0,6.0,3 BHK
2025.0,Dubai Investment Park First,4.0,300000.0,100000,475000,3680000.0,8.0,4 BHK
2025.0,Dubai Investment Park Second,0.0,40000.0,7200,5000000,653000.0,6.0,Studio
2025.0,Dubai Investment Park Second,1.0,57000.0,5820,5000000,1156000.0,5.0,1 BHK
2025.0,Dubai Investment Park Second,2.0,80000.0,22000,5000000,1792000.0,4.0,2 BHK
2025.0,Dubai Investment Park Second,3.0,4000000.0,86600,5000000,1425000.0,281.0,3 BHK
2025.0,Hadaeq Sheikh Mohammed Bin Rashid,0.0,55000.0,40000,110000,760000.0,7.0,Studio
2025.0,Hadaeq Sheikh Mohammed Bin Rashid,1.0,90000.0,110,238462,1656888.0,5.0,1 BHK
2025.0,Hadaeq Sheikh Mohammed Bin Rashid,2.0,148000.0,500,1162500,2772888.0,5.0,2 BHK
2025.0,Hadaeq Sheikh Mohammed Bin Rashid,3.0,250000.0,23827,800000,4092388.0,6.0,3 BHK
2025.0,Hadaeq Sheikh Mohammed Bin Rashid,4.0,300000.0,449,1500000,11236680.0,3.0,4 BHK
2025.0,Hessyan First,0.0,32025.0,16013,50000,370000.0,9.0,Studio
2025.0,Hessyan First,1.0,41000.0,19750,1360000,560000.0,7.0,1 BHK
2025.0,Hessyan First,2.0,59000.0,38500,89423,750000.0,8.0,2 BHK
2025.0,Hessyan First,3.0,87665.0,35000,211000,1100000.0,8.0,3 BHK
2025.0,Island 2,1.0,750000.0,650000,1095000,12675000.0,6.0,1 BHK
2025.0,Island 2,2.0,923094.5,200000,1450000,18500000.0,5.0,2 BHK
2025.0,Island 2,3.0,1300000.0,10000,2100000,35000000.0,4.0,3 BHK
2025.0,Island 2,4.0,1500000.0,1500000,1500000,5140000.0,29.0,4 BHK
2025.0,Jabal Ali First,0.0,43000.0,1000,3330036,621000.0,7.0,Studio
2025.0,Jabal Ali First,1.0,60500.0,6000,3330036,1176000.0,5.0,1 BHK
2025.0,Jabal Ali First,2.0,79648.0,2,8400000,1635657.0,5.0,2 BHK
2025.0,Jabal Ali First,3.0,139466.0,220,1350000,2185000.0,6.0,3 BHK
2025.0,Jabal Ali First,4.0,220000.0,1000,550000,3213105.0,7.0,4 BHK
2025.0,Jabal Ali Industrial Second,0.0,45000.0,30000,78900,507500.0,9.0,Studio
2025.0,Jabal Ali Industrial Second,1.0,55000.0,34000,75000,931648.5,6.0,1 BHK
2025.0,Jabal Ali Industrial Second,2.0,75000.0,52000,110000,1535231.5,5.0,2 BHK
2025.0,Jabal Ali Industrial Second,3.0,88000.0,67200,518017990,2345730.0,4.0,3 BHK
2025.0,Jumeirah First,1.0,96000.0,20000,801360,2200000.0,4.0,1 BHK
2025.0,Jumeirah First,2.0,146999.0,30000,500000,3568300.0,4.0,2 BHK
2025.0,Jumeirah First,3.0,212500.0,10000,1600000,8600000.0,2.0,3 BHK
2025.0,Jumeirah First,4.0,231583.0,28333,2000000,32967000.0,1.0,4 BHK
2025.0,Jumeirah Second,1.0,85444.0,69878,130000,6902081.5,1.0,1 BHK
2025.0,Jumeirah Second,2.0,113850.0,94500,140869,15306804.0,1.0,2 BHK
2025.0,Jumeirah Second,3.0,181500.0,85444,2310000,30541303.5,1.0,3 BHK
2025.0,Jumeirah Second,4.0,246250.0,50000,800000,38159735.0,1.0,4 BHK
2025.0,Madinat Al Mataar,0.0,40000.0,2000,60000,607050.0,7.0,Studio
2025.0,Madinat Al Mataar,1.0,54853.0,10000,1329304,1170000.0,5.0,1 BHK
2025.0,Madinat Al Mataar,2.0,83000.0,10000,6768750,2052888.0,4.0,2 BHK
2025.0,Madinat Al Mataar,3.0,110000.0,1,200000,2500000.0,4.0,3 BHK
2025.0,Madinat Al Mataar,4.0,150000.0,100000,766373,3632367.5,4.0,4 BHK
2025.0,Madinat Dubai Almelaheyah,0.0,60000.0,6050,8035000,1369000.0,4.0,Studio
2025.0,Madinat Dubai Almelaheyah,1.0,98500.0,40810,25410000,2319000.0,4.0,1 BHK
2025.0,Madinat Dubai Almelaheyah,2.0,81288.0,45000,25410000,3692530.0,2.0,2 BHK
2025.0,Madinat Dubai Almelaheyah,3.0,110894.5,60000,25410000,5758944.0,2.0,3 BHK
2025.0,Madinat Hind 4,0.0,37000.0,6000,50400,420000.0,9.0,Studio
2025.0,Madinat Hind 4,1.0,45000.0,31002,70000,625000.0,7.0,1 BHK
2025.0,Madinat Hind 4,2.0,78844.5,4993,115000,1056500.0,7.0,2 BHK
2025.0,Marsa Dubai,0.0,65000.0,5000,190000,1377888.0,5.0,Studio
2025.0,Marsa Dubai,1.0,95000.0,10,1470000,1950000.0,5.0,1 BHK
2025.0,Marsa Dubai,2.0,140000.0,50,1173994,2750000.0,5.0,2 BHK
2025.0,Marsa Dubai,3.0,200000.0,10000,5400000,4300000.0,5.0,3 BHK
2025.0,Marsa Dubai,4.0,275766.0,40000,1900000,9000000.0,3.0,4 BHK
2025.0,Me'Aisem First,0.0,36000.0,5500,5241000,593500.0,6.0,Studio
2025.0,Me'Aisem First,1.0,55000.0,1000,5241000,971667.0,6.0,1 BHK
2025.0,Me'Aisem First,2.0,78000.0,20000,8270473,1391522.0,6.0,2 BHK
2025.0,Me'Aisem First,3.0,364000.0,44000,8270473,1800000.0,20.0,3 BHK
2025.0,Me'Aisem First,4.0,475000.0,99866,1950000,3816000.0,12.0,4 BHK
2025.0,Mirdif,0.0,40541.0,25000,75000,547604.0,7.0,Studio
2025.0,Mirdif,1.0,51818.0,30000,3800053,1000000.0,5.0,1 BHK
2025.0,Mirdif,2.0,71000.0,7587,3800053,1687871.0,4.0,2 BHK
2025.0,Mirdif,3.0,100000.0,2400,3800053,2449116.0,4.0,3 BHK
2025.0,Mirdif,4.0,125000.0,26717,430000,3300000.0,4.0,4 BHK
2025.0,Muhaisanah First,1.0,80000.0,45000,297000,1060000.0,8.0,1 BHK
2025.0,Muhaisanah First,2.0,120000.0,49862,170000,1760000.0,7.0,2 BHK
2025.0,Muhaisanah First,3.0,150000.0,40000,270000,3000000.0,5.0,3 BHK
2025.0,Nad Al Hamar,0.0,37000.0,28500,50000,557000.0,7.0,Studio
2025.0,Nad Al Hamar,1.0,47250.0,21250,400000,920892.0,5.0,1 BHK
2025.0,Nad Al Hamar,2.0,68000.0,45128,110000,1332000.0,5.0,2 BHK
2025.0,Nad Al Shiba First,0.0,56000.0,54000,62000,892500.0,6.0,Studio
2025.0,Nad Al Shiba First,1.0,80000.0,35000,300000,1300000.0,6.0,1 BHK
2025.0,Nad Al Shiba First,2.0,120000.0,5000,335000,2400000.0,5.0,2 BHK
2025.0,Nad Al Shiba First,3.0,148000.0,115000,500000,4325625.0,3.0,3 BHK
2025.0,Nad Al Shiba First,4.0,300000.0,100000,650000,6477440.0,5.0,4 BHK
2025.0,Nadd Hessa,0.0,40000.0,6000,4351000,740000.0,5.0,Studio
2025.0,Nadd Hessa,1.0,50000.0,5000,4351000,895090.0,6.0,1 BHK
2025.0,Nadd Hessa,2.0,71400.0,25000,4351000,1421500.0,5.0,2 BHK
2025.0,Nadd Hessa,3.0,123000.0,10000,4351000,1817570.0,7.0,3 BHK
2025.0,Nadd Hessa,4.0,161000.0,105000,250000,4059341.0,4.0,4 BHK
2025.0,Palm Jumeirah,0.0,90000.0,100,5000000,1412500.0,6.0,Studio
2025.0,Palm Jumeirah,1.0,145000.0,24000,330000,3000000.0,5.0,1 BHK
2025.0,Palm Jumeirah,2.0,210000.0,1000,1635000,4100000.0,5.0,2 BHK
2025.0,Palm Jumeirah,3.0,285000.0,25000,3500000,6500000.0,4.0,3 BHK
2025.0,Palm Jumeirah,4.0,809000.0,45000,7000000,15309738.0,5.0,4 BHK
2025.0,Ras Al Khor Industrial First,1.0,56000.0,49450,375000,1678514.0,3.0,1 BHK
2025.0,Ras Al Khor Industrial First,2.0,65000.0,65000,65000,3107790.0,2.0,2 BHK
2025.0,Rega Al Buteen,2.0,83500.0,30000,5000000,1350584.0,6.0,2 BHK
2025.0,Rega Al Buteen,3.0,110000.0,25000,180000,1591930.0,7.0,3 BHK
2025.0,Saih Shuaib 2,0.0,37000.0,10000,480000,574635.0,6.0,Studio
2025.0,Saih Shuaib 2,1.0,53000.0,26000,780000,847818.0,6.0,1 BHK
2025.0,Saih Shuaib 2,2.0,70000.0,42000,780000,792602.0,9.0,2 BHK
2025.0,Trade Center First,1.0,85168.5,45000,8820000,2941509.0,3.0,1 BHK
2025.0,Trade Center First,2.0,106263.0,10000,14000000,4166716.0,3.0,2 BHK
2025.0,Trade Center First,3.0,140875.0,60000,24375000,6847296.5,2.0,3 BHK
2025.0,Trade Center Second,1.0,76230.0,48000,145002,4072000.0,2.0,1 BHK
2025.0,Trade Center Second,2.0,98087.5,33675,400000,6571000.0,1.0,2 BHK
2025.0,Trade Center Second,3.0,121000.0,60000,670000,10682000.0,1.0,3 BHK
2025.0,Trade Center Second,4.0,257825.0,185000,395000,4925000.0,5.0,4 BHK
2025.0,Um Hurair Second,0.0,75000.0,57750,92000,1062500.0,7.0,Studio
2025.0,Um Hurair Second,1.0,63000.0,32000,170000,1950000.0,3.0,1 BHK
2025.0,Um Hurair Second,2.0,85125.0,15308,720000,2500000.0,3.0,2 BHK
2025.0,Um Hurair Second,3.0,189000.0,75000,288776,4900000.0,4.0,3 BHK
2025.0,Um Suqaim Third,1.0,125000.0,52000,195000,2050000.0,6.0,1 BHK
2025.0,Um Suqaim Third,2.0,199000.0,36000,2770213,3500000.0,6.0,2 BHK
2025.0,Um Suqaim Third,3.0,248783.5,100000,650000,5500000.0,5.0,3 BHK
2025.0,Um Suqaim Third,4.0,251500.0,79000,1000000,8859000.0,3.0,4 BHK
2025.0,Wadi Al Safa 2,0.0,38000.0,5000,66000,699777.0,5.0,Studio
2025.0,Wadi Al Safa 2,1.0,48000.0,5600,465000,930000.0,5.0,1 BHK
2025.0,Wadi Al Safa 2,2.0,68000.0,25000,1215506,1476400.0,5.0,2 BHK
2025.0,Wadi Al Safa 2,3.0,100000.0,1200,300000,2351939.0,4.0,3 BHK
2025.0,Wadi Al Safa 2,4.0,210000.0,95500,280000,3250000.0,6.0,4 BHK
2025.0,Wadi Al Safa 3,0.0,36284.0,18000,115000,698999.0,5.0,Studio
2025.0,Wadi Al Safa 3,1.0,55000.0,20000,305000,1064499.5,5.0,1 BHK
2025.0,Wadi Al Safa 3,2.0,85000.0,20000,16275000,1400951.0,6.0,2 BHK
2025.0,Wadi Al Safa 3,3.0,170000.0,49643,16275000,1839996.5,9.0,3 BHK
2025.0,Wadi Al Safa 3,4.0,195000.0,24000,2400000,2644044.0,7.0,4 BHK
2025.0,Wadi Al Safa 4,1.0,50000.0,38000,60000,1622000.0,3.0,1 BHK
2025.0,Wadi Al Safa 4,2.0,70000.0,45000,75000,2669000.0,3.0,2 BHK
2025.0,Wadi Al Safa 5,0.0,36400.0,1750,645000,671576.0,5.0,Studio
2025.0,Wadi Al Safa 5,1.0,48505.0,12500,4190875,1009779.0,5.0,1 BHK
2025.0,Wadi Al Safa 5,2.0,64735.0,1000,4190875,1392383.5,5.0,2 BHK
2025.0,Wadi Al Safa 5,3.0,155000.0,1,640000,1886634.5,8.0,3 BHK
2025.0,Wadi Al Safa 5,4.0,200000.0,2000,2300000,2310829.5,9.0,4 BHK
2025.0,Wadi Al Safa 7,0.0,41442.0,26400,60000,455000.0,9.0,Studio
2025.0,Wadi Al Safa 7,1.0,65000.0,29333,100000,610000.0,11.0,1 BHK
2025.0,Wadi Al Safa 7,2.0,100000.0,3500,180000,1015332.0,10.0,2 BHK
2025.0,Wadi Al Safa 7,3.0,165000.0,8000,300000,1360000.0,12.0,3 BHK
2025.0,Warsan Fourth,0.0,35000.0,5000,2227500,470000.0,7.0,Studio
2025.0,Warsan Fourth,1.0,46000.0,5000,9325000,720292.5,6.0,1 BHK
2025.0,Warsan Fourth,2.0,59000.0,10000,122980,1106747.0,5.0,2 BHK
2025.0,Warsan Fourth,3.0,78000.0,15000,120000,1300000.0,6.0,3 BHK
2025.0,Warsan Fourth,4.0,90000.0,90000,90000,2565000.0,4.0,4 BHK
2025.0,Zaabeel First,1.0,320000.0,230000,540000,2394888.0,13.0,1 BHK
2025.0,Zaabeel First,2.0,599195.5,36000,2800000,4025888.0,15.0,2 BHK
2025.0,Zaabeel First,3.0,1250000.0,623734,1800000,5288944.0,24.0,3 BHK
2025.0,Zaabeel Second,1.0,123000.0,10000,200000,2279500.0,5.0,1 BHK
2025.0,Zaabeel Second,2.0,180000.0,66214,300000,4269000.0,4.0,2 BHK
2025.0,Zaabeel Second,3.0,280000.0,220000,480000,5500000.0,5.0,3 BHK
2025.0,Zaabeel Second,4.0,540000.0,400000,600000,11392000.0,5.0,4 BHK
2024.0,Al Barsha First,0.0,40350.0,15000,283920,665477.0,6.0,Studio
2024.0,Al Barsha First,1.0,58443.0,10000,8774730,855000.0,7.0,1 BHK
2024.0,Al Barsha First,2.0,82000.0,1,8774730,1316000.0,6.0,2 BHK
2024.0,Al Barsha South Fifth,0.0,40000.0,14000,78000,572184.0,7.0,Studio
2024.0,Al Barsha South Fifth,1.0,63500.0,25000,145000,946142.5,7.0,1 BHK
2024.0,Al Barsha South Fifth,2.0,112394.0,2500,310000,1351842.5,8.0,2 BHK
2024.0,Al Barsha South Fifth,3.0,180000.0,45000,350000,2123850.0,8.0,3 BHK
2024.0,Al Barsha South Fifth,4.0,215000.0,156200,430000,3850470.0,6.0,4 BHK
2024.0,Al Barsha South Fourth,0.0,44600.0,9449,8000000,620000.0,7.0,Studio
2024.0,Al Barsha South Fourth,1.0,60000.0,3000,7353000,920000.0,7.0,1 BHK
2024.0,Al Barsha South Fourth,2.0,85000.0,1,8000000,1400000.0,6.0,2 BHK
2024.0,Al Barsha South Fourth,3.0,135000.0,10000,7353000,1758437.0,8.0,3 BHK
2024.0,Al Barsha South Fourth,4.0,170000.0,50000,372000,2987999.5,6.0,4 BHK
2024.0,Al Barshaa South Second,0.0,40000.0,5333,78000,777000.0,5.0,Studio
2024.0,Al Barshaa South Second,1.0,60000.0,33600,160000,1200000.0,5.0,1 BHK
2024.0,Al Barshaa South Second,2.0,90000.0,50000,140000,1540777.0,6.0,2 BHK
2024.0,Al Barshaa South Second,3.0,185000.0,64000,300000,2449500.0,8.0,3 BHK
2024.0,Al Barshaa South Third,0.0,41600.0,18470,2842800,602848.5,7.0,Studio
2024.0,Al Barshaa South Third,1.0,58000.0,1000,2842800,1000000.0,6.0,1 BHK
2024.0,Al Barshaa South Third,2.0,80000.0,6300,2842800,1412891.0,6.0,2 BHK
2024.0,Al Barshaa South Third,3.0,146500.0,30000,1240275,2114593.0,7.0,3 BHK
2024.0,Al Goze Fourth,0.0,38500.0,10000,1470000,480000.0,8.0,Studio
2024.0,Al Goze Fourth,1.0,47250.0,13000,3220800,735000.0,6.0,1 BHK
2024.0,Al Goze Fourth,2.0,54600.0,5000,3220800,1200000.0,5.0,2 BHK
2024.0,Al Goze Fourth,3.0,73624.5,49537,250000,1387500.0,5.0,3 BHK
2024.0,Al Hebiah Fifth,0.0,35000.0,18500,10169695,385000.0,9.0,Studio
2024.0,Al Hebiah Fifth,1.0,48000.0,30000,10169695,1213734.0,4.0,1 BHK
2024.0,Al Hebiah Fifth,2.0,66000.0,11333,10169695,1564000.0,4.0,2 BHK
2024.0,Al Hebiah Fifth,3.0,93712.5,64470,140000,1229600.0,8.0,3 BHK
2024.0,Al Hebiah First,0.0,41502.5,10000,605000,525000.0,8.0,Studio
2024.0,Al Hebiah First,1.0,58443.0,5000,605000,1042554.0,6.0,1 BHK
2024.0,Al Hebiah First,2.0,90750.0,42378,871200,1300000.0,7.0,2 BHK
2024.0,Al Hebiah First,3.0,138825.0,64286,370000,1826800.0,8.0,3 BHK
2024.0,Al Hebiah First,4.0,267500.0,170000,665000,2398250.0,11.0,4 BHK
2024.0,Al Hebiah Fourth,0.0,36000.0,2571,94426,515000.0,7.0,Studio
2024.0,Al Hebiah Fourth,1.0,49000.0,20000,120000,715000.0,7.0,1 BHK
2024.0,Al Hebiah Fourth,2.0,69460.0,15000,158298,1200000.0,6.0,2 BHK
2024.0,Al Hebiah Fourth,3.0,174271.5,65000,280000,1693000.0,10.0,3 BHK
2024.0,Al Hebiah Second,0.0,45000.0,26000,69500,510020.0,9.0,Studio
2024.0,Al Hebiah Second,1.0,65000.0,30000,90000,833300.0,8.0,1 BHK
2024.0,Al Hebiah Second,2.0,85000.0,57000,132473,1048615.0,8.0,2 BHK
2024.0,Al Hebiah Second,3.0,110000.0,80000,150000,1170000.0,9.0,3 BHK
2024.0,Al Hebiah Sixth,1.0,59000.0,41000,75000,795000.0,7.0,1 BHK
2024.0,Al Hebiah Sixth,2.0,110000.0,75000,150000,1200000.0,9.0,2 BHK
2024.0,Al Hebiah Sixth,3.0,164850.0,30252,340000,1776800.0,9.0,3 BHK
2024.0,Al Hebiah Third,0.0,40000.0,6250,125000,519280.0,8.0,Studio
2024.0,Al Hebiah Third,1.0,61000.0,100,110000,1033440.0,6.0,1 BHK
2024.0,Al Hebiah Third,2.0,110000.0,60000,235000,1700150.0,6.0,2 BHK
2024.0,Al Hebiah Third,3.0,190000.0,19000,425000,2181200.0,9.0,3 BHK
2024.0,Al Jadaf,0.0,50000.0,15000,80000,678980.0,7.0,Studio
2024.0,Al Jadaf,1.0,64000.0,5000,240000,1100000.0,6.0,1 BHK
2024.0,Al Jadaf,2.0,77400.0,5000,353933,2013059.0,4.0,2 BHK
2024.0,Al Jadaf,3.0,118000.0,10000,750000,3141828.0,4.0,3 BHK
2024.0,Al Jadaf,4.0,274000.0,133100,410000,9877700.0,3.0,4 BHK
2024.0,Al Khairan First,1.0,90000.0,0,206400,1770888.0,5.0,1 BHK
2024.0,Al Khairan First,2.0,140000.0,50000,300000,2742888.0,5.0,2 BHK
2024.0,Al Khairan First,3.0,195000.0,50000,500000,3747888.0,5.0,3 BHK
2024.0,Al Khairan First,4.0,400000.0,290000,650000,6002944.0,7.0,4 BHK
2024.0,Al Kheeran,1.0,38000.0,21525,110000,1430000.0,3.0,1 BHK
2024.0,Al Kheeran,2.0,129496.5,15000,195000,2578000.0,5.0,2 BHK
2024.0,Al Kheeran,3.0,185000.0,135000,315000,3050000.0,6.0,3 BHK
2024.0,Al Kheeran,4.0,267500.0,241500,360000,4980000.0,5.0,4 BHK
2024.0,Al Kifaf,1.0,101560.5,30000,135000,1677777.0,6.0,1 BHK
2024.0,Al Kifaf,2.0,150000.0,95000,350000,2326777.0,6.0,2 BHK
2024.0,Al Kifaf,3.0,206000.0,132300,320000,3366777.0,6.0,3 BHK
2024.0,Al Merkadh,0.0,45000.0,22500,8640000,593480.0,8.0,Studio
2024.0,Al Merkadh,1.0,80000.0,30000,300000,1229600.0,7.0,1 BHK
2024.0,Al Merkadh,2.0,125000.0,45000,330000,2067358.0,6.0,2 BHK
2024.0,Al Merkadh,3.0,173000.0,106000,420000,3000000.0,6.0,3 BHK
2024.0,Al Merkadh,4.0,772500.0,98000,1200000,5800000.0,13.0,4 BHK
2024.0,Al Qusais Industrial Fourth,1.0,38500.0,25000,65000,432760.0,9.0,1 BHK
2024.0,Al Safouh First,0.0,49000.0,37000,115000,745000.0,7.0,Studio
2024.0,Al Safouh First,1.0,72600.0,45600,157000,1068749.0,7.0,1 BHK
2024.0,Al Safouh First,2.0,93390.0,49000,200000,1730155.0,5.0,2 BHK
2024.0,Al Safouh First,3.0,165000.0,96250,250000,2430000.0,7.0,3 BHK
2024.0,Al Safouh Second,1.0,80000.0,66150,170000,2976000.0,3.0,1 BHK
2024.0,Al Safouh Second,2.0,125000.0,5000,230000,4513500.0,3.0,2 BHK
2024.0,Al Safouh Second,3.0,179200.0,120600,3987500,6195000.0,3.0,3 BHK
2024.0,Al Safouh Second,4.0,196075.0,125000,3987500,17243169.0,1.0,4 BHK
2024.0,Al Satwa,0.0,46000.0,9500,158984,1000000.0,5.0,Studio
2024.0,Al Satwa,1.0,59000.0,12000,600000,1260831.0,5.0,1 BHK
2024.0,Al Satwa,2.0,82000.0,20000,440000,1840401.0,4.0,2 BHK
2024.0,Al Thanyah Fifth,0.0,55000.0,20000,91000,800000.0,7.0,Studio
2024.0,Al Thanyah Fifth,1.0,75000.0,1000,187200,1380000.0,5.0,1 BHK
2024.0,Al Thanyah Fifth,2.0,110000.0,10000,320000,2234237.0,5.0,2 BHK
2024.0,Al Thanyah Fifth,3.0,209500.0,7000,1000000,2910470.0,7.0,3 BHK
2024.0,Al Thanyah Fifth,4.0,340000.0,1000,3000000,790953.0,43.0,4 BHK
2024.0,Al Thanyah First,0.0,53000.0,38000,102000,692900.0,8.0,Studio
2024.0,Al Thanyah First,1.0,60000.0,19000,945000,970000.0,6.0,1 BHK
2024.0,Al Thanyah First,2.0,80000.0,8500,1020000,1370100.0,6.0,2 BHK
2024.0,Al Thanyah First,3.0,104738.0,70000,270000,1504000.0,7.0,3 BHK
2024.0,Al Thanyah Third,0.0,57000.0,40000,120000,741000.0,8.0,Studio
2024.0,Al Thanyah Third,1.0,82500.0,5000,400000,1150000.0,7.0,1 BHK
2024.0,Al Thanyah Third,2.0,135000.0,26322,315000,1950200.0,7.0,2 BHK
2024.0,Al Thanyah Third,3.0,200000.0,60000,450000,2750000.0,7.0,3 BHK
2024.0,Al Thanyah Third,4.0,320000.0,49862,920000,3100000.0,10.0,4 BHK
2024.0,Al Warsan First,0.0,25468.0,1429,1913724,283000.0,9.0,Studio
2024.0,Al Warsan First,1.0,36000.0,1538,1913724,390000.0,9.0,1 BHK
2024.0,Al Warsan First,2.0,51000.0,24000,1913724,614000.0,8.0,2 BHK
2024.0,Al Warsan First,3.0,100000.0,25000,200000,1430000.0,7.0,3 BHK
2024.0,Al Warsan First,4.0,91856.5,72250,102638,2772260.0,3.0,4 BHK
2024.0,Al Wasl,1.0,126900.0,33000,650000,2185000.0,6.0,1 BHK
2024.0,Al Wasl,2.0,159600.0,30000,425000,3553500.0,4.0,2 BHK
2024.0,Al Wasl,3.0,209000.0,50000,2145000,5500000.0,4.0,3 BHK
2024.0,Al Wasl,4.0,217350.0,75000,2145000,13379000.0,2.0,4 BHK
2024.0,Al Yelayiss 2,0.0,35000.0,17500,65000,460444.0,8.0,Studio
2024.0,Al Yelayiss 2,1.0,46805.0,1000,93000,806888.0,6.0,1 BHK
2024.0,Al Yelayiss 2,2.0,70000.0,36000,580622,1166888.0,6.0,2 BHK
2024.0,Al Yelayiss 2,3.0,130000.0,10000,185000,1501388.0,9.0,3 BHK
2024.0,Al Yelayiss 2,4.0,160000.0,110550,260000,1787360.0,9.0,4 BHK
2024.0,Bukadra,2.0,88000.0,45500,115000,2478665.0,4.0,2 BHK
2024.0,Bukadra,3.0,120000.0,120000,120000,3996744.0,3.0,3 BHK
2024.0,Burj Khalifa,0.0,72000.0,30000,2434909,1280000.0,6.0,Studio
2024.0,Burj Khalifa,1.0,110000.0,107,1620000,1840000.0,6.0,1 BHK
2024.0,Burj Khalifa,2.0,170000.0,5000,1500000,3055110.0,6.0,2 BHK
