,year,area_name_en,room_id,median_annual_rent,min_annual_rent,max_annual_rent,median_transaction_amount,rental_yield_percentage,rooms_en
148,2026,Marsa Dubai,1,95000.0,5000.0,320000.0,2322500.0,4.0,1 BHK
149,2026,Marsa Dubai,2,127000.0,10000.0,525000.0,4108000.0,3.0,2 BHK
150,2026,Marsa Dubai,3,185000.0,48000.0,540000.0,9106652.26,2.0,3 BHK
151,2026,Marsa Dubai,4,130000.0,130000.0,130000.0,16250000.0,1.0,4 BHK
152,2026,Me'Aisem First,0,42000.0,16000.0,100000.0,650418.0,6.0,Studio
153,2026,Me'Aisem First,1,68000.0,33000.0,156000.0,1049400.0,6.0,1 BHK
154,2026,Me'Aisem First,2,110000.0,40000.0,160000.0,1435866.0,8.0,2 BHK
155,2026,Me'Aisem First,3,180000.0,72000.0,240000.0,1862600.0,10.0,3 BHK
156,2026,Mirdif,0,48755.0,36750.0,80000.0,671049.0,7.0,Studio
157,2026,Mirdif,1,52877.0,36855.0,97000.0,985000.0,5.0,1 BHK
158,2026,Mirdif,2,67159.0,47000.0,140000.0,1785000.0,4.0,2 BHK
159,2026,Mirdif,3,90956.0,66550.0,144611.0,2468002.5,4.0,3 BHK
160,2026,Muhaisanah First,1,80000.0,50000.0,95000.0,1150000.0,7.0,1 BHK
161,2026,Muhaisanah First,2,105750.0,64680.0,140000.0,1840000.0,6.0,2 BHK
162,2026,Muhaisanah First,3,157500.0,145000.0,170000.0,1652500.0,10.0,3 BHK
163,2026,Nad Al Hamar,1,49500.0,34000.0,81000.0,893000.0,6.0,1 BHK
164,2026,Nad Al Hamar,2,68527.0,44000.0,340000.0,1320000.0,5.0,2 BHK
165,2026,Nad Al Shiba First,1,80000.0,54600.0,110000.0,1562789.5,5.0,1 BHK
166,2026,Nad Al Shiba First,2,120000.0,30000.0,195000.0,2447000.0,5.0,2 BHK
167,2026,Nad Al Shiba First,3,120560.0,90840.0,195000.0,6300000.0,2.0,3 BHK
168,2026,Nadd Hessa,0,42000.0,23500.0,90000.0,550000.0,8.0,Studio
169,2026,Nadd Hessa,1,55000.0,33396.0,140000.0,726150.0,8.0,1 BHK
170,2026,Nadd Hessa,2,75000.0,44440.0,919800.0,1450000.0,5.0,2 BHK
171,2026,Nadd Hessa,3,93856.0,66250.0,170000.0,2069100.0,5.0,3 BHK
172,2026,Palm Jumeirah,0,99865.95,35000.0,155000.0,1357500.0,7.0,Studio
173,2026,Palm Jumeirah,1,136250.0,25942.0,284154.0,3775000.0,4.0,1 BHK
174,2026,Palm Jumeirah,2,145000.0,45000.0,380000.0,4077500.0,4.0,2 BHK
175,2026,Palm Jumeirah,3,200000.0,90000.0,270727.76,8503978.0,2.0,3 BHK
176,2026,Palm Jumeirah,4,190000.0,190000.0,190000.0,48000000.0,0.0,4 BHK
177,2026,Ras Al Khor Industrial First,1,59000.0,40000.0,70000.0,1754478.0,3.0,1 BHK
178,2026,Rega Al Buteen,1,80000.0,74500.0,90000.0,905000.0,9.0,1 BHK
179,2026,Rega Al Buteen,3,94999.0,65000.0,200000.0,806791.0,12.0,3 BHK
180,2026,Saih Shuaib 2,0,39000.0,32000.02,222000.0,576735.0,7.0,Studio
181,2026,Saih Shuaib 2,1,58000.0,33035.45,228000.0,898400.0,6.0,1 BHK
182,2026,Saih Shuaib 2,2,69000.0,53000.0,185000.0,1261853.5,5.0,2 BHK
183,2026,Trade Center First,1,89250.0,34285.71,165000.0,2815610.62,3.0,1 BHK
184,2026,Trade Center First,2,105000.0,60000.0,160000.0,5693000.0,2.0,2 BHK
185,2026,Trade Center First,3,120000.0,76230.0,259545.0,6564166.8100000005,2.0,3 BHK
186,2026,Trade Center Second,1,80000.0,52500.0,140000.0,4329500.0,2.0,1 BHK
187,2026,Trade Center Second,2,115000.0,65000.0,195000.0,5666000.0,2.0,2 BHK
188,2026,Trade Center Second,3,133980.0,90000.0,264000.0,10743000.0,1.0,3 BHK
189,2026,Um Suqaim Third,1,130000.0,98000.0,168000.0,2395000.0,5.0,1 BHK
190,2026,Um Suqaim Third,2,140000.0,100000.0,325000.0,3686000.0,4.0,2 BHK
191,2026,Um Suqaim Third,3,200000.0,165000.0,310000.0,6411000.0,3.0,3 BHK
192,2026,Wadi Al Safa 2,0,42000.0,28600.0,65000.0,742277.0,6.0,Studio
193,2026,Wadi Al Safa 2,1,52880.0,33000.0,248000.0,891500.0,6.0,1 BHK
194,2026,Wadi Al Safa 2,2,75000.0,44000.0,130000.0,1373818.0,5.0,2 BHK
195,2026,Wadi Al Safa 2,3,85500.0,67489.54,140000.0,2718828.0,3.0,3 BHK
196,2026,Wadi Al Safa 3,0,41400.0,31900.0,90000.0,696999.0,6.0,Studio
197,2026,Wadi Al Safa 3,1,60000.0,33000.0,175000.0,1143777.0,5.0,1 BHK
198,2026,Wadi Al Safa 3,2,80000.0,46000.0,157500.0,1563796.0,5.0,2 BHK
199,2026,Wadi Al Safa 3,3,116000.0,74000.0,245000.0,1521547.3,8.0,3 BHK
200,2026,Wadi Al Safa 4,1,53000.0,50000.0,65000.0,1579000.0,3.0,1 BHK
201,2026,Wadi Al Safa 4,2,78000.0,78000.0,78000.0,3019000.0,3.0,2 BHK
202,2026,Wadi Al Safa 5,0,40000.0,27000.0,125000.0,713777.0,6.0,Studio
203,2026,Wadi Al Safa 5,1,52000.0,35000.0,121800.0,1123747.0,5.0,1 BHK
204,2026,Wadi Al Safa 5,2,63000.0,30000.0,120000.0,2074742.0,3.0,2 BHK
205,2026,Wadi Al Safa 5,3,88935.0,60900.0,120000.0,3155502.5,3.0,3 BHK
206,2026,Wadi Al Safa 7,0,46100.0,36000.0,66000.0,500000.0,9.0,Studio
207,2026,Wadi Al Safa 7,1,62500.0,30000.0,95000.0,690000.0,9.0,1 BHK
208,2026,Wadi Al Safa 7,2,83790.0,65000.0,93000.0,820000.0,10.0,2 BHK
209,2026,Wadi Al Safa 7,3,104738.0,76125.0,138000.0,1472500.0,7.0,3 BHK
210,2026,Warsan Fourth,0,41000.0,27828.0,180000.0,460798.0,9.0,Studio
211,2026,Warsan Fourth,1,51000.0,33000.0,229212.9,675000.0,8.0,1 BHK
212,2026,Warsan Fourth,2,62000.0,44000.0,229212.9,1145413.5,5.0,2 BHK
213,2026,Zaabeel First,1,710000.0,710000.0,710000.0,2931888.0,24.0,1 BHK
214,2026,Zaabeel First,3,270000.0,270000.0,270000.0,4521001.1,6.0,3 BHK
215,2026,Zaabeel Second,1,125000.0,100000.0,165000.0,2402370.0,5.0,1 BHK
216,2026,Zaabeel Second,2,160000.0,130000.0,200000.0,4544000.0,4.0,2 BHK
217,2026,Zaabeel Second,3,190000.0,100000.0,348712.0,6611000.0,3.0,3 BHK
218,2025,Al Barsha First,0,44000.0,25000.0,115000.0,700000.0,6.0,Studio
219,2025,Al Barsha First,1,63000.0,5000.0,200000.0,1000000.0,6.0,1 BHK
220,2025,Al Barsha First,2,85000.0,9000.0,450000.0,2566610.0,3.0,2 BHK
221,2025,Al Barsha First,3,115250.0,65000.0,195000.0,3256540.0,4.0,3 BHK
222,2025,Al Barsha South Fifth,0,45800.0,19000.0,120000.0,719684.0,6.0,Studio
223,2025,Al Barsha South Fifth,1,65000.0,12000.0,176000.0,1142332.5,6.0,1 BHK
224,2025,Al Barsha South Fifth,2,82000.0,40000.0,199998.0,1563228.0,5.0,2 BHK
225,2025,Al Barsha South Fifth,3,177500.0,110000.0,300000.0,2376750.0,7.0,3 BHK
226,2025,Al Barsha South Fourth,0,48300.0,0.0,400000.0,696471.0,7.0,Studio
227,2025,Al Barsha South Fourth,1,70000.0,1.0,882000.0,1065024.0,7.0,1 BHK
228,2025,Al Barsha South Fourth,2,92400.0,3413.0,271685.0,1547862.0,6.0,2 BHK
229,2025,Al Barsha South Fourth,3,130000.0,45000.0,240000.0,2160000.0,6.0,3 BHK
230,2025,Al Barsha South Fourth,4,140000.0,140000.0,140000.0,2500000.0,6.0,4 BHK
231,2025,Al Barshaa South Second,0,47000.0,29700.0,78000.0,858500.0,5.0,Studio
232,2025,Al Barshaa South Second,1,68690.0,39800.0,730000.0,1309999.0,5.0,1 BHK
233,2025,Al Barshaa South Second,2,105000.0,50000.0,275000.0,2050000.0,5.0,2 BHK
234,2025,Al Barshaa South Second,3,98040.0,92400.0,154000.0,3285599.5,3.0,3 BHK
235,2025,Al Barshaa South Third,0,45000.0,1000.0,420000.0,640000.0,7.0,Studio
236,2025,Al Barshaa South Third,1,63000.0,250.0,256000.0,1049160.0,6.0,1 BHK
237,2025,Al Barshaa South Third,2,85000.0,604.0,277400.0,1500000.0,6.0,2 BHK
238,2025,Al Barshaa South Third,3,140000.0,86020.0,201650.0,2001000.0,7.0,3 BHK
239,2025,Al Goze Fourth,0,39000.0,5000.0,370000.0,540000.0,7.0,Studio
240,2025,Al Goze Fourth,1,55000.0,27000.0,95000.0,800000.0,7.0,1 BHK
241,2025,Al Goze Fourth,2,55999.0,5000.0,120000.0,1178950.0,5.0,2 BHK
242,2025,Al Goze Fourth,3,77549.5,67500.0,170500.0,1275000.0,6.0,3 BHK
243,2025,Al Hebiah Fifth,0,40000.0,24000.0,72000.0,442500.0,9.0,Studio
244,2025,Al Hebiah Fifth,1,51896.5,24000.0,110000.0,1241000.0,4.0,1 BHK
245,2025,Al Hebiah Fifth,2,74125.0,6468.0,434000.0,1030000.0,7.0,2 BHK
246,2025,Al Hebiah Fifth,3,94500.0,48000.0,145000.0,1440000.0,7.0,3 BHK
247,2025,Al Hebiah First,0,50000.0,28175.0,80000.0,666397.0,8.0,Studio
248,2025,Al Hebiah First,1,66000.0,31000.0,165000.0,1143536.0,6.0,1 BHK
249,2025,Al Hebiah First,2,105000.0,12000.0,200000.0,1850388.5,6.0,2 BHK
250,2025,Al Hebiah First,3,158000.0,50000.0,200000.0,2200000.0,7.0,3 BHK
251,2025,Al Hebiah First,4,175000.0,175000.0,175000.0,6509777.0,3.0,4 BHK
252,2025,Al Hebiah Fourth,0,40000.0,4099.0,450000.0,569170.0,7.0,Studio
253,2025,Al Hebiah Fourth,1,55000.0,1000.0,469200.0,809250.0,7.0,1 BHK
254,2025,Al Hebiah Fourth,2,77000.0,5000.0,200000.0,1200000.0,6.0,2 BHK
255,2025,Al Hebiah Fourth,3,102000.0,80000.0,150000.0,2150000.0,5.0,3 BHK
256,2025,Al Hebiah Second,0,47000.0,29901.0,76200.0,562000.0,8.0,Studio
257,2025,Al Hebiah Second,1,69000.0,24000.0,96000.0,960000.0,7.0,1 BHK
258,2025,Al Hebiah Second,2,90000.0,63000.0,130000.0,1352000.0,7.0,2 BHK
259,2025,Al Hebiah Second,3,110000.0,80000.0,135300.0,1460000.0,8.0,3 BHK
260,2025,Al Hebiah Sixth,1,62750.0,43000.0,103956.0,863000.0,7.0,1 BHK
261,2025,Al Hebiah Sixth,2,100000.0,77000.0,142000.0,1300000.0,8.0,2 BHK
262,2025,Al Hebiah Sixth,3,124000.0,105000.0,142000.0,1526400.0,8.0,3 BHK
263,2025,Al Hebiah Third,0,45000.0,6.0,528000.0,550000.0,8.0,Studio
264,2025,Al Hebiah Third,1,72965.0,12000.0,120000.0,1037000.0,7.0,1 BHK
265,2025,Al Hebiah Third,2,120000.0,48000.0,200000.0,1907000.0,6.0,2 BHK
266,2025,Al Hebiah Third,3,164558.0,90000.0,205000.0,2560000.0,6.0,3 BHK
267,2025,Al Jadaf,0,54000.0,53.0,150000.0,914000.0,6.0,Studio
268,2025,Al Jadaf,1,68000.0,10000.0,150000.0,1277098.0,5.0,1 BHK
269,2025,Al Jadaf,2,84900.0,10000.0,315000.0,2000000.0,4.0,2 BHK
270,2025,Al Jadaf,3,128100.0,5000.0,480000.0,2398750.0,5.0,3 BHK
271,2025,Al Khairan First,1,100000.0,9600.0,220000.0,1866888.0,5.0,1 BHK
272,2025,Al Khairan First,2,150000.0,12000.0,1470000.0,2816888.0,5.0,2 BHK
273,2025,Al Khairan First,3,215000.0,50000.0,600000.0,3780000.0,6.0,3 BHK
274,2025,Al Kheeran,0,31500.0,27300.0,63000.0,920000.0,3.0,Studio
275,2025,Al Kheeran,1,89000.0,21525.0,139000.0,1272000.0,7.0,1 BHK
276,2025,Al Kheeran,2,143430.0,55000.0,224000.0,2960500.0,5.0,2 BHK
277,2025,Al Kheeran,3,258000.0,140000.0,280000.0,3280000.0,8.0,3 BHK
278,2025,Al Kifaf,1,108000.0,10000.0,250000.0,1800000.0,6.0,1 BHK
279,2025,Al Kifaf,2,155000.0,13962.0,275000.0,2504777.0,6.0,2 BHK
280,2025,Al Kifaf,3,230000.0,132300.0,350000.0,3807777.0,6.0,3 BHK
281,2025,Al Merkadh,0,50000.0,1.0,600000.0,662000.0,8.0,Studio
282,2025,Al Merkadh,1,90000.0,12.0,480000.0,1260000.0,7.0,1 BHK
283,2025,Al Merkadh,2,150000.0,10000.0,340000.0,2153474.0,7.0,2 BHK
284,2025,Al Merkadh,3,205000.0,98264.0,365000.0,3050000.0,7.0,3 BHK
285,2025,Al Nahda First,1,44100.0,5000.0,90000.0,313750.5,14.0,1 BHK
286,2025,Al Nahda First,2,58345.0,5000.0,110000.0,401870.5,15.0,2 BHK
287,2025,Al Nahda First,3,85000.0,25000.0,155000.0,549146.0,15.0,3 BHK
288,2025,Al Nahda First,4,97000.0,93000.0,110000.0,554884.5,17.0,4 BHK
289,2025,Al Qusais Industrial Fifth,1,40000.0,20250.0,59000.0,432600.0,9.0,1 BHK
290,2025,Al Qusais Industrial Fifth,2,50000.0,23500.0,78650.0,798121.0,6.0,2 BHK
291,2025,Al Qusais Industrial Fifth,3,61000.0,28500.0,79000.0,913800.0,7.0,3 BHK
292,2025,Al Qusais Industrial Fourth,0,32456.0,25000.0,57000.0,352500.0,9.0,Studio
293,2025,Al Qusais Industrial Fourth,1,42000.0,26000.0,75000.0,480000.0,9.0,1 BHK
294,2025,Al Qusais Industrial Fourth,3,73750.0,42000.0,115500.0,1100000.0,7.0,3 BHK
295,2025,Al Safouh First,0,49000.0,37800.0,75000.0,635278.0,8.0,Studio
296,2025,Al Safouh First,1,85000.0,45600.0,160000.0,1240000.0,7.0,1 BHK
297,2025,Al Safouh First,2,100000.0,50000.0,206000.0,1916640.0,5.0,2 BHK
298,2025,Al Safouh First,3,182500.0,120000.0,275000.0,3687141.5,5.0,3 BHK
299,2025,Al Safouh Second,1,84500.0,70132.0,190400.0,2351869.5,4.0,1 BHK
300,2025,Al Safouh Second,2,109725.0,5000.0,304000.0,2824000.0,4.0,2 BHK
301,2025,Al Satwa,0,55000.0,15000.0,170177.0,975000.0,6.0,Studio
302,2025,Al Satwa,1,72100.0,28000.0,263415.0,1486699.0,5.0,1 BHK
303,2025,Al Satwa,2,95000.0,15000.0,382792.0,2240000.0,4.0,2 BHK
304,2025,Al Satwa,3,169250.0,30000.0,487393.0,3035000.0,6.0,3 BHK
305,2025,Al Thanyah Fifth,0,60000.0,3429.0,110000.0,980000.0,6.0,Studio
306,2025,Al Thanyah Fifth,1,83000.0,1000.0,800000.0,1610000.0,5.0,1 BHK
307,2025,Al Thanyah Fifth,2,120000.0,10000.0,1399998.0,2481828.0,5.0,2 BHK
308,2025,Al Thanyah Fifth,3,135000.0,5000.0,1600000.0,3676860.0,4.0,3 BHK
309,2025,Al Thanyah Fifth,4,136000.0,122000.0,150000.0,5114965.0,3.0,4 BHK
310,2025,Al Thanyah First,0,60000.0,16667.0,106141.0,765700.0,8.0,Studio
311,2025,Al Thanyah First,1,66000.0,10000.0,150000.0,997108.0,7.0,1 BHK
312,2025,Al Thanyah First,2,85000.0,10000.0,189000.0,1500000.0,6.0,2 BHK
313,2025,Al Thanyah First,3,115474.0,40000.0,235000.0,10856690.0,1.0,3 BHK
314,2025,Al Thanyah First,4,132000.0,130000.0,190000.0,12727132.5,1.0,4 BHK
315,2025,Al Thanyah Third,0,60162.0,28440.0,120000.0,850000.0,7.0,Studio
316,2025,Al Thanyah Third,1,90048.0,16600.0,176280.0,1300000.0,7.0,1 BHK
317,2025,Al Thanyah Third,2,150000.0,12981.0,290000.0,2100000.0,7.0,2 BHK
318,2025,Al Thanyah Third,3,190000.0,32000.0,425000.0,2961250.0,6.0,3 BHK
319,2025,Al Thanyah Third,4,210000.0,210000.0,210000.0,4341000.0,5.0,4 BHK
320,2025,Al Warsan First,0,28000.0,2600.0,312000.0,315000.0,9.0,Studio
321,2025,Al Warsan First,1,39500.0,1000.0,1553829.0,430000.0,9.0,1 BHK
322,2025,Al Warsan First,2,54000.0,10000.0,1924747.0,695000.0,8.0,2 BHK
323,2025,Al Warsan First,3,72000.0,35000.0,108000.0,1280000.0,6.0,3 BHK
324,2025,Al Wasl,0,57000.0,44400.0,63800.0,1234000.0,5.0,Studio
325,2025,Al Wasl,1,139834.0,15288.0,255000.0,2582000.0,5.0,1 BHK
326,2025,Al Wasl,2,197986.0,10000.0,500000.0,3840000.0,5.0,2 BHK
327,2025,Al Wasl,3,137813.0,10000.0,600000.0,7271500.0,2.0,3 BHK
328,2025,Al Yelayiss 2,0,40000.0,19200.0,75000.0,500000.0,8.0,Studio
329,2025,Al Yelayiss 2,1,58000.0,81.0,110526.0,920000.0,6.0,1 BHK
330,2025,Al Yelayiss 2,2,80000.0,25000.0,160000.0,1350000.0,6.0,2 BHK
331,2025,Al Yelayiss 2,3,115000.0,5000.0,175000.0,1817481.0,6.0,3 BHK
332,2025,Bukadra,2,92000.0,69300.0,120750.0,2635536.0,3.0,2 BHK
333,2025,Burj Khalifa,0,75000.0,6900.0,160000.0,1699999.0,4.0,Studio
334,2025,Burj Khalifa,1,118936.0,5000.0,7560000.0,1930000.0,6.0,1 BHK
335,2025,Burj Khalifa,2,180000.0,10.0,2700000.0,3200000.0,6.0,2 BHK
336,2025,Burj Khalifa,3,285000.0,400.0,810000.0,4950000.0,6.0,3 BHK
337,2025,Burj Khalifa,4,241500.0,241500.0,241500.0,17991444.0,1.0,4 BHK
338,2025,Business Bay,0,70000.0,1.0,850000.0,1150000.0,6.0,Studio
339,2025,Business Bay,1,90000.0,1.0,8300003.0,1940000.0,5.0,1 BHK
340,2025,Business Bay,2,125000.0,105.0,1100000.0,2790150.0,4.0,2 BHK
341,2025,Business Bay,3,170000.0,1.0,450000.0,4139633.0,4.0,3 BHK
342,2025,Business Bay,4,190000.0,150000.0,300000.0,12217664.5,2.0,4 BHK
343,2025,Dubai Investment Park First,0,38000.0,5000.0,70000.0,421573.0,9.0,Studio
344,2025,Dubai Investment Park First,1,56000.0,9333.0,165000.0,766486.0,7.0,1 BHK
345,2025,Dubai Investment Park First,2,73000.0,18500.0,210000.0,1264000.0,6.0,2 BHK
346,2025,Dubai Investment Park First,3,90000.0,63250.0,180000.0,2620000.0,3.0,3 BHK
347,2025,Dubai Investment Park Second,0,33000.0,7200.0,62000.0,653000.0,5.0,Studio
348,2025,Dubai Investment Park Second,1,45000.0,10000.0,500000.0,1156000.0,4.0,1 BHK
349,2025,Dubai Investment Park Second,2,75983.5,10000.0,120000.0,1792000.0,4.0,2 BHK
350,2025,Dubai Investment Park Second,3,90000.0,86600.0,120000.0,1425000.0,6.0,3 BHK
351,2025,Hadaeq Sheikh Mohammed Bin Rashid,0,55000.0,40000.0,530000.0,760000.0,7.0,Studio
352,2025,Hadaeq Sheikh Mohammed Bin Rashid,1,95000.0,110.0,238462.0,1657888.0,6.0,1 BHK
353,2025,Hadaeq Sheikh Mohammed Bin Rashid,2,160000.0,1000.0,370000.0,2772888.0,6.0,2 BHK
354,2025,Hadaeq Sheikh Mohammed Bin Rashid,3,240000.0,110000.0,575000.0,4095388.0,6.0,3 BHK
355,2025,Hessyan First,0,32025.0,16013.0,50000.0,370000.0,9.0,Studio
356,2025,Hessyan First,1,41000.0,18629.0,60000.0,550000.0,7.0,1 BHK
357,2025,Hessyan First,2,52046.5,38500.0,77000.0,750000.0,7.0,2 BHK
358,2025,Hessyan First,3,72000.0,35000.0,166750.0,1100000.0,7.0,3 BHK
359,2025,Island 2,1,750000.0,600000.0,1095000.0,12675000.0,6.0,1 BHK
360,2025,Island 2,2,900000.0,200000.0,1400000.0,18500000.0,5.0,2 BHK
361,2025,Jabal Ali First,0,41000.0,600.0,952000.0,621000.0,7.0,Studio
362,2025,Jabal Ali First,1,59167.0,1.0,535000.0,1177026.5,5.0,1 BHK
363,2025,Jabal Ali First,2,77131.0,7192.0,8400000.0,1635000.0,5.0,2 BHK
364,2025,Jabal Ali First,3,83801.0,7737.0,1350000.0,2186247.5,4.0,3 BHK
365,2025,Jabal Ali Industrial Second,0,45000.0,9894.0,78900.0,510000.0,9.0,Studio
366,2025,Jabal Ali Industrial Second,1,56000.0,30000.0,88800.0,930291.0,6.0,1 BHK
367,2025,Jabal Ali Industrial Second,2,72000.0,47000.0,110000.0,1535231.5,5.0,2 BHK
368,2025,Jabal Ali Industrial Second,3,89000.0,63250.0,518017990.0,2345730.0,4.0,3 BHK
369,2025,Jumeirah First,1,105000.0,20000.0,250000.0,2200000.0,5.0,1 BHK
370,2025,Jumeirah First,2,154175.0,30000.0,610000.0,3575000.0,4.0,2 BHK
371,2025,Jumeirah First,3,152000.0,10000.0,1200000.0,8600000.0,2.0,3 BHK
372,2025,Jumeirah Second,1,85000.0,59400.0,130000.0,6902081.5,1.0,1 BHK
373,2025,Jumeirah Second,2,123538.5,94500.0,160000.0,15309253.5,1.0,2 BHK
374,2025,Madinat Al Mataar,0,40000.0,2000.0,75000.0,607000.0,7.0,Studio
375,2025,Madinat Al Mataar,1,55000.0,24000.0,650000.0,1170000.0,5.0,1 BHK
376,2025,Madinat Al Mataar,2,84000.0,29920.0,240000.0,2051030.0,4.0,2 BHK
377,2025,Madinat Al Mataar,3,125000.0,30000.0,175000.0,2502444.0,5.0,3 BHK
378,2025,Madinat Dubai Almelaheyah,0,60000.0,48000.0,72000.0,1369000.0,4.0,Studio
379,2025,Madinat Dubai Almelaheyah,1,60500.0,40810.0,145000.0,2319274.0,3.0,1 BHK
380,2025,Madinat Dubai Almelaheyah,2,78750.0,45000.0,165000.0,3690000.0,2.0,2 BHK
381,2025,Madinat Dubai Almelaheyah,3,105000.0,60000.0,260000.0,5813600.0,2.0,3 BHK
382,2025,Madinat Hind 4,0,37000.0,6000.0,50400.0,420000.0,9.0,Studio
383,2025,Madinat Hind 4,1,52000.0,31002.0,80000.0,625000.0,8.0,1 BHK
384,2025,Madinat Hind 4,2,68200.0,39000.0,80000.0,1060000.0,6.0,2 BHK
385,2025,Marsa Dubai,0,66000.0,5000.0,190000.0,1376000.0,5.0,Studio
386,2025,Marsa Dubai,1,95000.0,10.0,1470000.0,1950000.0,5.0,1 BHK
387,2025,Marsa Dubai,2,140000.0,50.0,2000000.0,2746830.0,5.0,2 BHK
388,2025,Marsa Dubai,3,190000.0,5000.0,2300000.0,4300000.0,4.0,3 BHK
389,2025,Marsa Dubai,4,233333.5,182500.0,320000.0,9000000.0,3.0,4 BHK
390,2025,Me'Aisem First,0,36000.0,5500.0,90000.0,593000.0,6.0,Studio
391,2025,Me'Aisem First,1,55000.0,1000.0,650000.0,972777.0,6.0,1 BHK
392,2025,Me'Aisem First,2,79568.0,10000.0,173023.0,1391522.0,6.0,2 BHK
393,2025,Me'Aisem First,3,103000.0,50000.0,238580.0,1800000.0,6.0,3 BHK
394,2025,Mirdif,0,40500.0,19500.0,75000.0,547604.0,7.0,Studio
395,2025,Mirdif,1,51818.0,0.0,100000.0,1000000.0,5.0,1 BHK
396,2025,Mirdif,2,66990.0,10000.0,150000.0,1687871.0,4.0,2 BHK
397,2025,Mirdif,3,90179.0,31349.0,222000.0,2449622.0,4.0,3 BHK
398,2025,Muhaisanah First,1,80000.0,30000.0,173793.0,1060000.0,8.0,1 BHK
399,2025,Muhaisanah First,2,120000.0,49862.0,170000.0,1760000.0,7.0,2 BHK
400,2025,Muhaisanah First,3,163000.0,126500.0,190000.0,3000000.0,5.0,3 BHK
401,2025,Nad Al Hamar,0,36000.0,28500.0,50000.0,557000.0,6.0,Studio
402,2025,Nad Al Hamar,1,48000.0,21250.0,85000.0,920892.0,5.0,1 BHK
403,2025,Nad Al Hamar,2,68000.0,66.0,115000.0,1341000.0,5.0,2 BHK
404,2025,Nad Al Shiba First,0,55000.0,46000.0,62000.0,892500.0,6.0,Studio
405,2025,Nad Al Shiba First,1,80000.0,35000.0,300000.0,1294950.0,6.0,1 BHK
406,2025,Nad Al Shiba First,2,120000.0,5000.0,216000.0,2400000.0,5.0,2 BHK
407,2025,Nad Al Shiba First,3,138915.0,115000.0,350000.0,4324150.0,3.0,3 BHK
408,2025,Nadd Hessa,0,39000.0,6000.0,370000.0,740080.0,5.0,Studio
409,2025,Nadd Hessa,1,51000.0,5000.0,590000.0,890000.0,6.0,1 BHK
410,2025,Nadd Hessa,2,72000.0,4150.0,180000.0,1422000.0,5.0,2 BHK
411,2025,Nadd Hessa,3,99750.0,70000.0,190000.0,1804140.0,6.0,3 BHK
412,2025,Palm Jumeirah,0,92500.0,100.0,310000.0,1400000.0,7.0,Studio
413,2025,Palm Jumeirah,1,148838.0,155.0,437569.0,3000000.0,5.0,1 BHK
414,2025,Palm Jumeirah,2,206013.0,1000.0,1200000.0,4100000.0,5.0,2 BHK
415,2025,Palm Jumeirah,3,270000.0,39030.0,700000.0,6500000.0,4.0,3 BHK
416,2025,Ras Al Khor Industrial First,1,55450.0,49450.0,105000.0,1678514.0,3.0,1 BHK
417,2025,Ras Al Khor Industrial First,2,70000.0,70000.0,70000.0,3110000.0,2.0,2 BHK
418,2025,Rega Al Buteen,2,78750.0,30000.0,1250000.0,1350584.0,6.0,2 BHK
419,2025,Rega Al Buteen,3,110000.0,65000.0,210000.0,1591930.0,7.0,3 BHK
420,2025,Saih Shuaib 2,0,36700.0,10000.0,480000.0,574635.0,6.0,Studio
421,2025,Saih Shuaib 2,1,49000.0,30000.0,85000.0,848531.0,6.0,1 BHK
422,2025,Saih Shuaib 2,2,64000.0,42000.0,100000.0,792602.0,8.0,2 BHK
423,2025,Trade Center First,1,84700.0,25000.0,170000.0,2935761.0,3.0,1 BHK
424,2025,Trade Center First,2,100000.0,25000.0,429623.0,4166716.0,2.0,2 BHK
425,2025,Trade Center First,3,117968.0,60000.0,220000.0,6843149.0,2.0,3 BHK
426,2025,Trade Center Second,1,75623.0,48000.0,145000.0,4075000.0,2.0,1 BHK
427,2025,Trade Center Second,2,97900.0,33675.0,300000.0,6571000.0,1.0,2 BHK
428,2025,Trade Center Second,3,119000.0,60000.0,225000.0,10666000.0,1.0,3 BHK
429,2025,Um Hurair Second,0,65000.0,55000.0,92000.0,1062500.0,6.0,Studio
430,2025,Um Hurair Second,1,63000.0,32000.0,174064.0,1950000.0,3.0,1 BHK
431,2025,Um Hurair Second,2,88000.0,57750.0,720000.0,2500000.0,4.0,2 BHK
432,2025,Um Hurair Second,3,185000.0,180000.0,288776.0,4900000.0,4.0,3 BHK
433,2025,Um Suqaim Third,1,125000.0,53235.0,195000.0,2050000.0,6.0,1 BHK
434,2025,Um Suqaim Third,2,200000.0,22000.0,2770213.0,3500000.0,6.0,2 BHK
435,2025,Um Suqaim Third,3,330000.0,260000.0,440000.0,5500000.0,6.0,3 BHK
436,2025,Wadi Al Safa 2,0,38000.0,5000.0,66000.0,699777.0,5.0,Studio
437,2025,Wadi Al Safa 2,1,48000.0,5600.0,464890.0,930000.0,5.0,1 BHK
438,2025,Wadi Al Safa 2,2,66000.0,1000.0,187200.0,1475262.0,4.0,2 BHK
439,2025,Wadi Al Safa 2,3,88000.0,49450.0,120000.0,2351939.0,4.0,3 BHK
440,2025,Wadi Al Safa 3,0,38000.0,18000.0,115000.0,698999.0,5.0,Studio
441,2025,Wadi Al Safa 3,1,55000.0,20000.0,350000.0,1064999.0,5.0,1 BHK
